genome	Kingdom	Phylum	Class	Order	Family	Genus	Species	Organism
GCA_035999765.1_ASM3599976v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01231
GCA_036002945.1_ASM3600294v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01224
GCA_036006205.1_ASM3600620v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces xinghaiensis	Streptomyces xinghaiensis NBC_01215
GCA_036010285.1_ASM3601028v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp008042155	Streptomyces sp. NBC_01212
GCA_036010305.1_ASM3601030v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces globisporus	Streptomyces globisporus NBC_01211
GCA_036010325.1_ASM3601032v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01210
GCA_036010345.1_ASM3601034v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp008042155	Streptomyces sp. NBC_01208
GCA_036010365.1_ASM3601036v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp026340975	Streptomyces sp. NBC_01207
GCA_036010385.1_ASM3601038v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01205
GCA_036010405.1_ASM3601040v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora purpeofusca	Kitasatospora purpeofusca NBC_01203
GCA_036010425.1_ASM3601042v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora purpeofusca	Kitasatospora purpeofusca NBC_01202
GCA_036010445.1_ASM3601044v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp008042155	Streptomyces sp. NBC_01201
GCA_036010485.1_ASM3601048v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Actinacidiphila	Actinacidiphila sp.	Streptomyces sp. NBC_01198
GCA_036010505.1_ASM3601050v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01197
GCA_036010525.1_ASM3601052v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces anulatus	Streptomyces anulatus NBC_01196
GCA_036010565.1_ASM3601056v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces chartreusis	Streptomyces chartreusis NBC_00215
GCA_036010585.1_ASM3601058v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces microflavus	Streptomyces microflavus NBC_01194
GCA_036010605.1_ASM3601060v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp026340095	Streptomyces sp. NBC_00145
GCA_036010625.1_ASM3601062v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces goshikiensis	Streptomyces goshikiensis NBC_01191
GCA_036010645.1_ASM3601064v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003846175	Streptomyces sp. NBC_00053
GCA_036013045.1_ASM3601304v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_01186
GCA_036013505.1_ASM3601350v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Actinacidiphila	Actinacidiphila sp.	Streptomyces sp. NBC_00510
GCA_036013545.1_ASM3601354v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp026341035	Streptomyces sp. NBC_00498
GCA_036013565.1_ASM3601356v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	Streptomyces europaeiscabiei NBC_00497
GCA_036013585.1_ASM3601358v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NBC_00496
GCA_036013605.1_ASM3601360v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	Streptomyces europaeiscabiei NBC_00494
GCA_036013625.1_ASM3601362v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp026341035	Streptomyces sp. NBC_00493
GCA_036013645.1_ASM3601364v1_genomic	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces canus_F	Streptomyces sp. NBC_00490
